url,title,price_ntd,brand,model,year,mileage_km,condition,location,scraped_at
https://www.ruten.com.tw/item/22620682111269/,山葉 GTR125 原裝原漆【高雄宏良二手機車大賣場】非 勁豪125 新迪爵125 保固,23000,aa077269155,GTR125 原裝原漆【高雄宏良二手機車大賣場】非 勁豪125 新迪爵125 保固,,,使用三年以上,台灣.高雄市,2026-05-28T16:21:44
https://www.ruten.com.tw/item/22619663398263/,山葉 Axis Z勁豪125 碟煞UBS連動版 2025年【高雄宏良二手機車大賣場】非 全新迪爵 K1,45800,aa077269155,Axis Z勁豪125 碟煞UBS連動版 2025年【高雄宏良二手機車大賣場】非 全新迪爵 K1,2025,,使用一到二年,台灣.高雄市,2026-05-28T16:21:59
https://www.ruten.com.tw/item/22545378539250/,(硬殼)機車後座包 可放安全帽 摩托車 安全帽防水背包 檔車 機車後座包 機車 車尾包 檔車後座包,834,gk88,可放安全帽 摩托車 安全帽防水背包 檔車 機車後座包 機車 車尾包 檔車後座包,,,全新,台灣.桃園市,2026-05-28T16:22:16
https://www.ruten.com.tw/item/22411995118531/,【售後保障】智能手機S24Ultra爆款4G安卓手機16G+1T大屏手機 智能手機 平板手機,213,king8king,智能手機 平板手機,,,全新,台灣.台北市,2026-05-28T16:22:32
https://www.ruten.com.tw/item/22430141858930/,騎行手套 機車騎士手套 機車夏季半指手套 防摔手套 越野手套 觸控手套 硬殼手套 賽車四季手套 騎車手套,479,zienbo,機車騎士手套 機車夏季半指手套 防摔手套 越野手套 觸控手套 硬殼手套 賽車四季手套 騎車手套,,,全新,物品所在地： 台灣.新北市,2026-05-28T16:22:54
https://www.ruten.com.tw/item/22606119194001/,【台灣現貨】新款胸包男士 充電防盜密碼鎖 機車運動單肩斜挎包,4451045,huangaa10,充電防盜密碼鎖 機車運動單肩斜挎包,,,全新,物品所在地： 台灣.台北市,2026-05-28T16:23:16
https://www.ruten.com.tw/item/22541167782016/,永和電池 電瓶檢測儀 DY221 繁體中文 12V 24V 汽機車電池檢測儀 電瓶檢測器 汽車電瓶 機車電池 鋰鐵電池,798,lindinhabernardoni,電瓶檢測儀 DY221 繁體中文 12V 24V 汽機車電池檢測儀 電瓶檢測器 汽車電瓶 機車電池 鋰鐵電池,,,全新,物品所在地： 台灣.台北市,2026-05-28T16:23:38
https://www.ruten.com.tw/item/22619661864630/,VJR 黑橘黃 110CC 二手機車 車況良好 2010款 2手機車,6300,a2715730205,黑橘黃 110CC 二手機車 車況良好 2010款 2手機車,2010,,使用三年以上,物品所在地： 台灣.花蓮縣,2026-05-28T16:24:01
https://www.ruten.com.tw/item/22618619468632/,{高雄} 承鑫車業 山葉 YAMAHA QC CUXI 100cc 二手機車 可分期 可車換車,560,7652886,承鑫車業 山葉 YAMAHA QC CUXI 100cc 二手機車 可分期 可車換車,,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:24:24
https://www.ruten.com.tw/item/22618618997504/,光陽 MANY110 黑色2014年【 高雄宏良二手機車大賣場 】非 新魅力110 JBUBU115,30800,aa077269155,MANY110 黑色2014年【 高雄宏良二手機車大賣場 】非 新魅力110 JBUBU115,2014,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:24:48
https://www.ruten.com.tw/item/22618603145334/,三陽 活力 VIVO125 CBS碟煞 2022年 原裝原漆【高雄宏良二手機車大賣場 】 非 新迪爵125,560,aa077269155,活力 VIVO125 CBS碟煞 2022年 原裝原漆【高雄宏良二手機車大賣場 】 非 新迪爵125,2022,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:25:11
https://www.ruten.com.tw/item/22618588999490/,三陽 全新迪爵125 鼓煞CBS版 2022年【 高雄宏良二手機車大賣場 】非 勁豪125 新豪邁125,560,aa077269155,全新迪爵125 鼓煞CBS版 2022年【 高雄宏良二手機車大賣場 】非 勁豪125 新豪邁125,2022,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:25:33
https://www.ruten.com.tw/item/22617561445913/,摩特動力 PGO JBUBU115白色 2015年【高雄宏良二手機車大賣場】非JBUBU115 MANY125,1890,aa077269155,PGO JBUBU115白色 2015年【高雄宏良二手機車大賣場】非JBUBU115 MANY125,2015,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:25:55
https://www.ruten.com.tw/item/22617561322210/,光陽 超級金牌150 碟煞版 客貨兩用機車 2021年【高雄宏良二手機車大賣場 】非 金發財150 4mica150,6530467227,aa077269155,超級金牌150 碟煞版 客貨兩用機車 2021年【高雄宏良二手機車大賣場 】非 金發財150 4mica150,2021,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:26:16
https://www.ruten.com.tw/item/22617561142771/,光陽 MANY110 水鑽M版2015年【 高雄宏良二手機車大賣場 】非 新魅力110 JBUBU115,42800,aa077269155,MANY110 水鑽M版2015年【 高雄宏良二手機車大賣場 】非 新魅力110 JBUBU115,2015,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:26:37
https://www.ruten.com.tw/item/22617561052142/,光陽 V2-125 客貨兩用機車 2012年【高雄宏良二手機車大賣場 】非 金發財125 金牌125,20000,aa077269155,V2-125 客貨兩用機車 2012年【高雄宏良二手機車大賣場 】非 金發財125 金牌125,2012,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:26:59
https://www.ruten.com.tw/item/22617561004565/,光陽 GP2-125 碟煞版【高雄宏良二手機車大賣場】非 JOG125 新迪爵125 2萬以下代步機車,30800,aa077269155,GP2-125 碟煞版【高雄宏良二手機車大賣場】非 JOG125 新迪爵125 2萬以下代步機車,,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:27:22
https://www.ruten.com.tw/item/22603971270795/,【量大可優惠】TPC氣缸ADRL16/ADRM16-100 125 150 175 200 250 300 400,2000,ardointrigleth556,125 150 175 200 250 300 400,,,全新,物品所在地： 台灣.台北市,2026-05-28T16:27:45
https://www.ruten.com.tw/item/22520529378397/,機車後箱 機車置物箱 機車後置物箱 機車後箱45L 贈靠背 防盜 防水 防爆 大容量 全罩式可裝,513,vanesagamet709,機車置物箱 機車後置物箱 機車後箱45L 贈靠背 防盜 防水 防爆 大容量 全罩式可裝,,,全新,物品所在地： 台灣.台北市,2026-05-28T16:28:08
https://www.ruten.com.tw/item/22519489729615/,臺灣現貨ABS高端機車後箱 機車後置物箱 後箱 機車尾箱 機車行李箱 機車後備箱 機車收納 大號可拆卸工具箱,358,vanesagamet709,機車後置物箱 後箱 機車尾箱 機車行李箱 機車後備箱 機車收納 大號可拆卸工具箱,,,全新,物品所在地： 台灣.台北市,2026-05-28T16:28:30
https://www.ruten.com.tw/item/22539029375579/,【現貨免運】機車後箱 機車置物箱 機車後置物箱 機車後箱45L 贈靠背 防盜 防水 防爆 大容量 全罩式可裝,1616,vanesagamet709,機車置物箱 機車後置物箱 機車後箱45L 贈靠背 防盜 防水 防爆 大容量 全罩式可裝,,,全新,物品所在地： 台灣.台北市,2026-05-28T16:28:52
https://www.ruten.com.tw/item/22539029692694/,【送64G記憶卡】MR600-wifi 雙1080P 機車行車記錄器 雙鏡頭 機車,2512,vanesagamet709,雙1080P 機車行車記錄器 雙鏡頭 機車,,,全新,物品所在地： 台灣.台北市,2026-05-28T16:29:13
https://www.ruten.com.tw/item/22617539163858/,山葉 JOG125 UBS版 2022年 原裝原漆【高雄宏良二手機車大賣場】非 勁豪125 全新迪爵125,456,aa077269155,JOG125 UBS版 2022年 原裝原漆【高雄宏良二手機車大賣場】非 勁豪125 全新迪爵125,2022,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:29:35
https://www.ruten.com.tw/item/22616525443695/,摩特動力 PGO JBUBU125 10周年慶1234款【高雄宏良二手機車大賣場】非JBUBU115 many125,1890,aa077269155,PGO JBUBU125 10周年慶1234款【高雄宏良二手機車大賣場】非JBUBU115 many125,,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:29:56
https://www.ruten.com.tw/item/22616525388244/,三陽 Fiddle115 ABS 原裝原漆2021年【 高雄宏良二手機車大賣場 】非 Fiddle125 三陽115,43800,aa077269155,Fiddle115 ABS 原裝原漆2021年【 高雄宏良二手機車大賣場 】非 Fiddle125 三陽115,2021,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:30:16
https://www.ruten.com.tw/item/22616502688196/,三陽 Fiddle115 ABS 原裝原漆2021年【 高雄宏良二手機車大賣場 】非 Fiddle125 三陽115,578,aa077269155,Fiddle115 ABS 原裝原漆2021年【 高雄宏良二手機車大賣場 】非 Fiddle125 三陽115,2021,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:30:40
https://www.ruten.com.tw/item/22615443386576/,{高雄} 承鑫車業 山葉 YAMAHA SWEET JOG 110cc 二手機車 低車身 日常代步車 可分期 可車換車,123,7652886,承鑫車業 山葉 YAMAHA SWEET JOG 110cc 二手機車 低車身 日常代步車 可分期 可車換車,,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:31:03
https://www.ruten.com.tw/item/22615443208209/,{高雄} 承鑫車業 三陽 SYM MIO 115cc 二手機車 低車身 小車身 日常代步車 買菜車 可分期 可車換車,36800,7652886,承鑫車業 三陽 SYM MIO 115cc 二手機車 低車身 小車身 日常代步車 買菜車 可分期 可車換車,,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:31:27
https://www.ruten.com.tw/item/22614423394538/,山葉Axis Z 勁豪125 連動煞UBS 2023年【高雄宏良二手機車大賣場】非 全新迪爵,130,aa077269155,Z 勁豪125 連動煞UBS 2023年【高雄宏良二手機車大賣場】非 全新迪爵,2023,,使用二到三年,物品所在地： 台灣.高雄市,2026-05-28T16:31:49
https://www.ruten.com.tw/item/22614423365884/,光陽 大地名流2.0 珍珠白 2025年【 高雄宏良二手機車大賣場 】非 新豪邁125 新迪爵125,75800,aa077269155,大地名流2.0 珍珠白 2025年【 高雄宏良二手機車大賣場 】非 新豪邁125 新迪爵125,2025,,使用未滿一年,物品所在地： 台灣.高雄市,2026-05-28T16:32:10
https://www.ruten.com.tw/item/22614407500281/,{高雄} 承鑫車業 三陽 SYM WOO 115cc 二手機車 低車身 腳踏墊寬 日常代步車 買菜車 可分期 可車換車,32800,7652886,承鑫車業 三陽 SYM WOO 115cc 二手機車 低車身 腳踏墊寬 日常代步車 買菜車 可分期 可車換車,,,使用三年以上,物品所在地： 台灣.高雄市,2026-05-28T16:32:34
